id;X;Y;Z;dist1;dist2;dist3
3050;24.28;0;4.93;4.47;8.53;4.47
3051;24.28;0;4.68;4.44;8.51;4.44
3052;24.28;0;4.43;4.42;8.51;4.42
3053;24.28;0;4.17;4.42;8.5;4.42
3054;24.28;0;3.92;4.43;8.51;4.43
3055;24.28;0;3.67;4.46;8.52;4.46
3056;24.28;0;3.41;4.5;8.54;4.5
3057;24.28;0;3.16;4.55;8.57;4.55
3058;24.28;0;2.91;4.61;8.61;4.61
3059;24.28;0;2.65;4.69;8.65;4.69
3060;24.28;0;2.4;4.78;8.7;4.78
3061;24.28;0;2.14;4.88;8.75;4.88
3062;24.28;0;1.89;4.99;8.82;4.99
3063;24.28;0;1.64;5.11;8.89;5.11
3064;24.28;0;1.38;5.24;8.96;5.24
3065;24.28;0;1.13;5.37;9.05;5.37
3066;24.28;0;0.88;5.52;9.13;5.52
3067;24.28;0;0.62;5.67;9.23;5.67
3068;24.28;0;0.37;5.83;9.33;5.83
3069;24.53;0;7.97;5.92;9.49;5.92
3070;24.53;0;7.72;5.77;9.4;5.77
3071;24.53;0;7.47;5.63;9.31;5.63
3072;24.53;0;7.21;5.5;9.23;5.5
3073;24.53;0;6.96;5.37;9.15;5.37
3074;24.53;0;6.71;5.25;9.08;5.25
3075;24.53;0;6.45;5.14;9.02;5.14
3076;24.53;0;6.2;5.04;8.96;5.04
3077;24.53;0;5.95;4.96;8.91;4.96
3078;24.53;0;5.69;4.88;8.87;4.88
3079;24.53;0;5.44;4.81;8.83;4.81
3080;24.53;0;5.19;4.76;8.8;4.76
3081;24.53;0;4.93;4.72;8.78;4.72
3082;24.53;0;4.68;4.69;8.76;4.69
3083;24.53;0;4.43;4.67;8.75;4.67
3084;24.53;0;4.17;4.67;8.75;4.67
3085;24.53;0;3.92;4.68;8.76;4.68
3086;24.53;0;3.67;4.71;8.77;4.71
3087;24.53;0;3.41;4.74;8.79;4.74
3088;24.53;0;3.16;4.79;8.82;4.79
3089;24.53;0;2.91;4.85;8.85;4.85
3090;24.53;0;2.65;4.93;8.89;4.93
3091;24.53;0;2.4;5.01;8.94;5.01
3092;24.53;0;2.14;5.11;9;5.11
3093;24.53;0;1.89;5.21;9.06;5.21
3094;24.53;0;1.64;5.33;9.13;5.33
3095;24.53;0;1.38;5.45;9.2;5.45
3096;24.53;0;1.13;5.58;9.28;5.58
3097;24.53;0;0.88;5.72;9.37;5.72
3098;24.53;0;0.62;5.87;9.46;5.87
3099;24.53;0;0.37;6.02;9.56;6.02
3100;24.78;0;7.97;6.12;9.72;6.12
3101;24.78;0;7.72;5.98;9.63;5.98
3102;24.78;0;7.47;5.84;9.55;5.84
3103;24.78;0;7.21;5.71;9.47;5.71
3104;24.78;0;6.96;5.59;9.39;5.59
3105;24.78;0;6.71;5.47;9.32;5.47
3106;24.78;0;6.45;5.37;9.26;5.37
3107;24.78;0;6.2;5.28;9.21;5.28
3108;24.78;0;5.95;5.19;9.16;5.19
3109;24.78;0;5.69;5.12;9.11;5.12
3110;24.78;0;5.44;5.06;9.08;5.06
3111;24.78;0;5.19;5;9.05;5
3112;24.78;0;4.93;4.97;9.03;4.97
3113;24.78;0;4.68;4.94;9.01;4.94
3114;24.78;0;4.43;4.92;9;4.92
3115;24.78;0;4.17;4.92;9;4.92
3116;24.78;0;3.92;4.93;9.01;4.93
3117;24.78;0;3.67;4.95;9.02;4.95
3118;24.78;0;3.41;4.99;9.04;4.99
3119;24.78;0;3.16;5.04;9.07;5.04
3120;24.78;0;2.91;5.09;9.1;5.09
3121;24.78;0;2.65;5.16;9.14;5.16
3122;24.78;0;2.4;5.24;9.19;5.24
3123;24.78;0;2.14;5.34;9.24;5.34
3124;24.78;0;1.89;5.44;9.3;5.44
3125;24.78;0;1.64;5.55;9.37;5.55
3126;24.78;0;1.38;5.67;9.44;5.67
3127;24.78;0;1.13;5.79;9.52;5.79
3128;24.78;0;0.88;5.93;9.6;5.93
3129;24.78;0;0.62;6.07;9.69;6.07
3130;24.78;0;0.37;6.22;9.79;6.22
3131;25.03;0;7.97;6.33;9.96;6.33
3132;25.03;0;7.72;6.19;9.87;6.19
3133;25.03;0;7.47;6.05;9.78;6.05
3134;25.03;0;7.21;5.93;9.7;5.93
3135;25.03;0;6.96;5.81;9.63;5.81
3136;25.03;0;6.71;5.7;9.56;5.7
3137;25.03;0;6.45;5.6;9.5;5.6
3138;25.03;0;6.2;5.51;9.45;5.51
3139;25.03;0;5.95;5.43;9.4;5.43
3140;25.03;0;5.69;5.36;9.36;5.36
3141;25.03;0;5.44;5.3;9.33;5.3
3142;25.03;0;5.19;5.25;9.3;5.25
3143;25.03;0;4.93;5.21;9.28;5.21
3144;25.03;0;4.68;5.19;9.26;5.19
3145;25.03;0;4.43;5.17;9.25;5.17
3146;25.03;0;4.17;5.17;9.25;5.17
3147;25.03;0;3.92;5.18;9.26;5.18
3148;25.03;0;3.67;5.2;9.27;5.2
3149;25.03;0;3.41;5.24;9.29;5.24
3150;25.03;0;3.16;5.28;9.31;5.28
3151;25.03;0;2.91;5.34;9.35;5.34
3152;25.03;0;2.65;5.4;9.39;5.4
3153;25.03;0;2.4;5.48;9.43;5.48
3154;25.03;0;2.14;5.57;9.48;5.57
3155;25.03;0;1.89;5.66;9.54;5.66
3156;25.03;0;1.64;5.77;9.61;5.77
3157;25.03;0;1.38;5.89;9.68;5.89
3158;25.03;0;1.13;6.01;9.75;6.01
3159;25.03;0;0.88;6.14;9.84;6.14
3160;25.03;0;0.62;6.28;9.92;6.28
3161;25.03;0;0.37;6.42;10.02;6.42
3162;25.28;0;7.97;6.53;10.19;6.53
3163;25.28;0;7.72;6.4;10.1;6.4
3164;25.28;0;7.47;6.27;10.02;6.27
3165;25.28;0;7.21;6.15;9.94;6.15
3166;25.28;0;6.96;6.03;9.87;6.03
3167;25.28;0;6.71;5.93;9.81;5.93
3168;25.28;0;6.45;5.83;9.75;5.83
3169;25.28;0;6.2;5.75;9.69;5.75
3170;25.28;0;5.95;5.67;9.65;5.67
3171;25.28;0;5.69;5.6;9.61;5.6
3172;25.28;0;5.44;5.54;9.57;5.54
3173;25.28;0;5.19;5.5;9.55;5.5
3174;25.28;0;4.93;5.46;9.52;5.46
3175;25.28;0;4.68;5.44;9.51;5.44
3176;25.28;0;4.43;5.42;9.5;5.42
3177;25.28;0;4.17;5.42;9.5;5.42
3178;25.28;0;3.92;5.43;9.51;5.43
3179;25.28;0;3.67;5.45;9.52;5.45
3180;25.28;0;3.41;5.48;9.54;5.48
3181;25.28;0;3.16;5.52;9.56;5.52
3182;25.28;0;2.91;5.58;9.59;5.58
3183;25.28;0;2.65;5.64;9.63;5.64
3184;25.28;0;2.4;5.72;9.68;5.72
3185;25.28;0;2.14;5.8;9.73;5.8
3186;25.28;0;1.89;5.89;9.78;5.89
3187;25.28;0;1.64;6;9.85;6
3188;25.28;0;1.38;6.11;9.92;6.11
3189;25.28;0;1.13;6.23;9.99;6.23
3190;25.28;0;0.88;6.35;10.07;6.35
3191;25.28;0;0.62;6.49;10.16;6.49
3192;25.28;0;0.37;6.63;10.25;6.63
3193;25.53;0;7.97;6.74;10.42;6.74
3194;25.53;0;7.72;6.61;10.34;6.61
3195;25.53;0;7.47;6.49;10.25;6.49
3196;25.53;0;7.21;6.37;10.18;6.37
3197;25.53;0;6.96;6.26;10.11;6.26
3198;25.53;0;6.71;6.16;10.05;6.16
3199;25.53;0;6.45;6.07;9.99;6.07
3200;25.53;0;6.2;5.98;9.94;5.98
3201;25.53;0;5.95;5.91;9.89;5.91
3202;25.53;0;5.69;5.84;9.85;5.84
3203;25.53;0;5.44;5.79;9.82;5.79
3204;25.53;0;5.19;5.74;9.79;5.74
3205;25.53;0;4.93;5.71;9.77;5.71
3206;25.53;0;4.68;5.68;9.76;5.68
3207;25.53;0;4.43;5.67;9.75;5.67
3208;25.53;0;4.17;5.67;9.75;5.67
3209;25.53;0;3.92;5.68;9.76;5.68
3210;25.53;0;3.67;5.7;9.77;5.7
3211;25.53;0;3.41;5.73;9.79;5.73
3212;25.53;0;3.16;5.77;9.81;5.77
3213;25.53;0;2.91;5.82;9.84;5.82
3214;25.53;0;2.65;5.88;9.88;5.88
3215;25.53;0;2.4;5.95;9.92;5.95
3216;25.53;0;2.14;6.03;9.97;6.03
3217;25.53;0;1.89;6.12;10.03;6.12
3218;25.53;0;1.64;6.22;10.09;6.22
3219;25.53;0;1.38;6.33;10.15;6.33
3220;25.53;0;1.13;6.44;10.23;6.44
3221;25.53;0;0.88;6.57;10.31;6.57
3222;25.53;0;0.62;6.7;10.39;6.7
3223;25.53;0;0.37;6.83;10.48;6.83
3224;25.78;0;7.97;6.96;10.66;6.96
3225;25.78;0;7.72;6.83;10.57;6.83
3226;25.78;0;7.47;6.71;10.49;6.71
3227;25.78;0;7.21;6.59;10.42;6.59
3228;25.78;0;6.96;6.49;10.35;6.49
3229;25.78;0;6.71;6.39;10.29;6.39
3230;25.78;0;6.45;6.3;10.23;6.3
3231;25.78;0;6.2;6.22;10.18;6.22
3232;25.78;0;5.95;6.15;10.14;6.15
3233;25.78;0;5.69;6.08;10.1;6.08
3234;25.78;0;5.44;6.03;10.07;6.03
3235;25.78;0;5.19;5.99;10.04;5.99
3236;25.78;0;4.93;5.96;10.02;5.96
3237;25.78;0;4.68;5.93;10.01;5.93
3238;25.78;0;4.43;5.92;10;5.92
3239;25.78;0;4.17;5.92;10;5.92
3240;25.78;0;3.92;5.93;10.01;5.93
3241;25.78;0;3.67;5.95;10.02;5.95
3242;25.78;0;3.41;5.98;10.03;5.98
3243;25.78;0;3.16;6.01;10.06;6.01
3244;25.78;0;2.91;6.06;10.09;6.06
3245;25.78;0;2.65;6.12;10.12;6.12
3246;25.78;0;2.4;6.19;10.17;6.19
3247;25.78;0;2.14;6.27;10.22;6.27
3248;25.78;0;1.89;6.36;10.27;6.36
3249;25.78;0;1.64;6.45;10.33;6.45
3250;25.78;0;1.38;6.55;10.39;6.55
3251;25.78;0;1.13;6.67;10.47;6.67
3252;25.78;0;0.88;6.78;10.54;6.78
3253;25.78;0;0.62;6.91;10.62;6.91
3254;25.78;0;0.37;7.04;10.71;7.04
