X;Y;Z
7.899877;3.149713;5.831682
7.899877;2.382031;6.245804
7.899877;2.443941;6.328951
7.899877;2.486996;6.250886
7.899877;2.246296;6.164552
7.899877;2.12988;6.455525
7.899877;2.588767;6.364498
7.899877;2.66249;6.096005
7.899877;2.305378;6.484858
7.499542;1.011708;3.971134
7.499542;1.098222;3.323578
7.499542;0.988239;3.675566
7.499542;1.002367;4.430178
7.499542;0.929442;3.340463
7.499542;0.997889;4.364606
7.499542;1.045888;3.304552
7.499542;0.953847;3.909637
7.499542;1.012224;3.726207
7.499542;1.077064;4.321609
7.499542;1.020888;4.144923
7.499542;0.960459;4.213745
7.499542;1.003987;4.436721
7.499542;0.879014;3.871346
7.499542;0.941057;3.88562
7.499542;1.022435;4.103906
7.499542;1.053676;3.896749
7.499542;1.060254;4.082885
7.499542;1.083047;3.871192
7.499542;1.019887;4.56663
7.499542;0.940204;4.20998
7.499542;1.035398;3.827723
7.499542;0.888351;3.372347
7.499542;0.885887;3.324564
7.499542;0.870286;3.615318
7.499542;1.061332;3.692057
7.499542;0.983557;4.066867
7.499542;0.963946;3.322413
7.499542;0.942988;3.787171
7.499542;0.919671;3.804554
7.499542;0.999168;4.411308
7.499542;0.920091;3.413913
7.499542;1.043839;3.321921
7.499542;1.067209;4.390088
7.499542;1.000975;3.905539
7.499542;1.016147;3.313278
7.499542;1.037488;3.259152
7.499542;1.072325;3.929071
7.499542;0.962886;4.039919
7.499542;1.063782;3.78018
7.499542;0.8166;3.61766
7.499542;1.096849;3.930702
7.499542;0.950983;3.789884
7.499542;1.080339;4.557747
7.499542;1.044018;3.379739
7.499542;1.02116;4.270661
7.499542;1.011582;3.722646
7.499542;0.999896;4.225616
7.499542;1.041909;4.185956
7.499542;1.016275;3.634041
7.499542;1.084883;3.367524
7.499542;1.078829;4.642591
7.499542;1.090115;4.274911
7.499542;0.842136;3.445971
7.499542;1.089555;3.366485
7.499542;0.983871;3.552609
7.499542;1.019196;3.711094
7.499542;0.892674;3.731928
7.499542;1.066984;3.831998
7.499542;0.899478;3.557673
7.499542;0.99121;3.963452
7.499542;0.906095;3.538167
7.499542;0.827512;3.50077
7.499542;1.015718;4.127774
7.499542;1.05731;4.326269
7.499542;0.957162;4.197615
7.499542;1.071748;3.506756
7.499542;1.006544;3.542509
7.499542;0.897637;4.009568
7.499542;0.995899;3.990178
7.499542;0.897447;3.752338
7.499542;1.06046;3.461477
7.499542;1.062958;4.426784
7.499542;0.919127;4.092005
7.499542;1.055168;4.159111
7.499542;0.962314;3.93422
7.499542;0.981207;3.838336
7.499542;1.017776;4.367962
7.499542;0.982284;3.611203
7.499542;0.979803;3.398483
7.499542;1.058521;4.080015
7.499542;1.030959;3.800597
7.499542;0.941046;4.001782
7.499542;1.030574;3.532655
7.499542;1.091466;3.326231
7.499542;0.774934;3.239727
7.499542;1.061822;3.830662
7.499542;1.085797;3.694811
7.499542;0.834759;3.542479
7.499542;1.008813;3.489946
7.499542;1.098128;3.702841
7.499542;0.919826;3.68355
7.041154;0.919884;2.45624
7.041027;1.081176;2.456167
7.038139;0.894617;2.454509
7.035334;0.903792;2.452899
7.05059;0.968671;2.461656
6.417322;0.887085;2.358009
5.850815;0.18871;2.177028
5.829441;0.028573;2.193554
5.831677;0.184458;2.190782
5.862559;0.125794;2.169078
5.828576;0.135904;2.19337
5.299207;0.610268;6.020572
5.299207;1.220482;6.203784
5.299207;0.830468;6.174227
5.299207;0.376921;6.147038
5.299207;0.861954;6.162689
5.299207;0.289213;6.1891
5.299207;0.636158;6.137443
5.299207;0.802563;6.087305
5.299207;1.573907;6.151348
5.299207;1.172614;6.079705
5.299207;0.990419;6.171347
5.299207;0.288377;6.207381
5.299207;1.686797;6.189014
5.299207;0.096667;5.927289
5.299207;0.386497;6.120702
5.299207;1.128384;6.142311
5.299207;0.77448;5.964042
5.299207;0.785542;6.033423
5.299207;0.11804;6.16974
5.299207;0.941806;6.009479
5.299207;0.13787;5.844773
5.299207;1.063813;6.10456
5.299207;0.556668;6.087603
5.299207;0.022785;5.880393
5.299207;1.020758;6.103008
5.299207;1.217504;6.184759
5.299207;0.212008;5.945766
5.299207;0.047395;6.163956
5.299207;0.779985;6.133493
5.299207;0.430049;6.191449
5.299207;1.17476;6.060845
5.299207;1.0976;6.091968
5.299207;0.014416;5.875038
5.299207;0.37191;6.166189
5.299207;0.235169;6.029512
5.299207;0.767696;5.993692
5.299207;0.943655;6.147684
5.299207;0.101838;6.033618
5.299207;0.133162;6.199747
5.299207;1.237575;6.196835
5.299207;0.322181;5.919009
5.299207;0.563773;6.146572
5.299207;0.35856;6.206221
5.299207;1.275375;6.106448
5.299207;0.016785;5.907752
5.299207;0.936217;6.192301
5.299207;0.097015;5.948622
5.299207;1.27659;6.05398
5.299207;1.043457;6.139866
5.299207;0.493415;6.072308
5.299207;0.52521;6.021734
5.299207;1.52168;6.120939
5.299207;0.818402;6.097899
5.299207;0.409993;6.171919
5.299207;0.59897;6.137337
5.299207;0.159595;6.128831
5.299207;0.052301;6.052982
5.299207;0.208891;6.027295
5.299207;0.425225;5.911115
5.299207;1.362338;6.145698
5.299207;0.951971;6.115687
5.299207;0.622334;5.978301
5.299207;0.250143;6.201283
5.299207;0.290073;6.165139
5.299207;0.451035;5.91613
5.299207;0.025068;6.110409
5.299207;1.415962;6.148494
5.299207;1.835532;6.209951
5.299207;0.824804;6.054778
5.299207;0.081997;6.163286
5.299207;0.792026;6.001759
5.299207;0.321622;6.087706
5.299207;0.333189;6.208088
5.299207;1.014934;6.153204
5.299207;1.681768;6.151003
5.299207;0.424547;6.10974
5.299207;0.052951;6.05128
5.299207;0.071898;5.848014
5.299207;0.894902;6.042235
5.299207;0.357263;6.0658
5.299207;0.399364;6.065659
5.299207;0.162512;6.10803
5.299207;0.959012;6.128816
5.299207;0.094676;6.150667
5.299207;0.615805;6.017411
5.299207;0.103472;6.062424
5.299207;0.020004;6.137019
5.299207;0.911526;6.125438
5.299207;0.327635;5.938805
5.299207;1.509195;6.116579
5.299207;1.314472;6.155007
5.299207;0.110991;5.937718
5.299207;0.322032;6.085438
5.299207;0.498598;6.205453
5.299207;0.429401;5.966485
5.299207;0.634319;6.149706
5.299207;0.099391;6.026946
5.299207;1.369759;6.141838
5.299207;0.048566;6.01482
5.299207;0.173694;6.171784
5.299207;0.441532;6.010055
5.299207;1.399063;6.08694
5.299207;0.208338;6.001532
5.299207;0.934538;6.076268
5.299207;0.021663;5.969635
5.299207;0.451683;6.132891
5.299207;0.270101;5.911768
5.299207;0.332413;6.044017
5.299207;1.050206;6.085662
5.299207;0.379453;5.886892
5.299207;0.890258;6.06244
5.299207;1.260795;6.094136
5.299207;0.164845;6.040573
5.299207;0.981269;6.198733
5.299207;0.323456;6.028438
5.299207;0.692326;6.210092
5.299207;0.171267;6.202771
5.299207;1.561756;6.14253
5.299207;1.892247;6.202021
5.299207;0.764239;6.046078
12.842597;1.521317;1.475069
12.842597;0.633144;1.268481
12.842597;1.383324;0.862031
12.842597;1.431049;0.882128
12.842597;1.197773;1.163517
12.842597;1.223795;1.19217
12.842597;1.406594;0.780539
12.842597;1.542539;0.674859
12.842597;1.200403;1.447541
12.842597;0.934652;1.51631
12.842597;1.460388;1.474016
12.842597;0.589039;1.503365
12.842597;1.37006;1.241583
12.842597;1.193537;1.187932
12.842597;1.437799;1.422643
12.842597;0.655105;1.190259
12.842597;0.921884;0.920354
12.842597;0.628412;1.486827
12.842597;1.536269;0.941367
12.842597;1.504996;0.732288
12.842597;0.605319;1.476949
12.842597;1.436514;0.567545
12.842597;1.365202;1.239326
12.842597;0.016995;1.580035
12.842597;1.145264;0.796358
12.842597;1.047061;1.344565
12.842597;0.051267;1.553399
12.842597;0.226789;1.41913
12.842597;0.184739;1.525548
12.842597;1.109794;1.211657
12.842597;1.260329;0.904552
12.842597;0.427821;1.514637
12.842597;1.397868;0.500918
12.842597;1.43666;0.668075
12.842597;0.543461;1.564581
12.842597;1.390961;1.027985
12.842597;1.511154;0.960922
12.842597;0.806144;1.20947
12.842597;1.335926;0.636849
12.842597;1.295718;1.46744
12.842597;1.024553;1.443118
12.842597;0.9403;1.072038
12.842597;1.547495;0.532242
12.842597;0.803173;1.102273
12.842597;1.201239;1.030221
12.842597;1.012008;1.039549
12.842597;0.657408;1.222276
12.842597;1.395074;0.939357
12.842597;1.361547;0.917083
12.842597;0.594131;1.55043
12.842597;1.438111;0.810993
12.842597;1.541769;0.412143
12.842597;1.085039;1.340998
12.842597;1.547046;0.571961
12.842597;1.015651;1.169822
12.842597;1.264021;0.812242
12.842597;1.326506;0.639014
12.842597;1.200575;1.378752
12.842597;0.695713;1.115568
12.842597;1.394278;0.863109
12.842597;1.116183;0.978963
12.842597;1.222672;1.117876
12.842597;0.296738;1.459849
12.842597;1.405425;1.099278
12.842597;0.914471;0.909314
12.842597;0.140527;1.492364
12.842597;1.10291;1.446325
12.842597;1.259621;0.614337
12.842597;0.666538;1.145069
12.842597;0.65868;1.349789
12.842597;0.622166;1.389682
12.842597;1.246727;1.371338
12.842597;0.986296;0.881615
12.842597;0.862461;1.421677
12.842597;1.179293;1.275139
12.842597;1.387045;1.235384
12.842597;1.354546;1.008854
12.842597;1.429664;0.525131
12.842597;1.2611;1.204408
12.842597;1.536205;1.466214
12.842597;1.449497;1.223892
12.842597;1.167398;1.056551
12.842597;0.853704;1.256698
12.842597;1.434689;1.225155
12.842597;1.521338;0.787182
12.842597;1.485484;0.548274
12.842597;1.280221;0.81174
12.842597;1.393511;1.26925
12.842597;1.254235;0.927747
12.842597;0.406849;1.335114
12.842597;1.310623;1.511147
12.842597;0.498007;1.38695
12.842597;0.277768;1.435428
12.842597;1.528889;0.900174
12.842597;1.129792;1.378095
12.842597;0.274976;1.42898
12.842597;1.264628;1.180616
12.842597;0.348086;1.429014
12.842597;0.896095;1.53772
12.842597;1.499173;1.491242
12.842597;0.321524;1.501204
12.842597;1.125647;1.318908
12.842597;1.16742;1.12861
12.842597;1.009784;1.025815
12.842597;1.208986;1.118091
12.842597;0.782913;1.128899
12.842597;0.258223;1.558542
12.842597;0.848669;1.521815
12.842597;1.369675;1.309223
12.842597;1.408231;0.53259
12.842597;0.43921;1.560408
12.842597;0.606427;1.288916
12.842597;0.489426;1.451146
12.842597;1.280253;0.83286
12.842597;0.798608;1.52466
12.842597;1.359025;0.546886
12.842597;1.282685;0.701076
12.842597;1.319002;0.777025
12.842597;0.874531;1.13378
12.842597;1.355852;1.513758
12.842597;1.209682;1.152586
12.842597;1.471551;1.101764
12.842597;0.979683;1.453878
12.842597;0.776136;1.345883
12.842597;1.045394;1.301115
12.842597;1.313509;1.040022
12.842597;1.291968;1.038304
12.842597;0.335827;1.5211
12.842597;0.945524;1.040258
12.842597;0.475417;1.382984
12.842597;0.987823;1.426599
12.842597;1.350152;1.219865
12.842597;1.156191;1.152962
12.842597;1.253443;1.306563
12.842597;1.395734;0.976729
12.842597;1.027088;1.372195
12.842597;1.161683;1.374299
12.842597;1.182853;1.042945
12.842597;0.299428;1.441439
12.842597;1.147792;0.984881
12.842597;1.358565;0.967372
12.842597;0.972341;1.509731
12.842597;0.449146;1.504669
12.842597;0.67006;1.072972
12.842597;1.375596;0.529102
12.842597;1.523997;0.861609
12.842597;1.161733;1.102989
12.842597;0.433666;1.576748
12.842597;0.420023;1.483059
12.842597;0.991615;1.092292
12.842597;0.949225;0.865494
12.842597;0.207837;1.576974
12.842597;1.373206;1.39987
12.842597;1.236391;0.772179
12.842597;1.105197;0.843389
12.842597;0.551172;1.461155
12.842597;0.891548;1.452369
12.842597;1.541586;0.628533
12.842597;1.439504;1.074956
12.842597;1.002815;1.35011
12.842597;1.234999;1.195172
12.842597;0.942859;1.205129
12.842597;1.253802;0.742303
12.842597;1.429208;0.698581
12.842597;1.287741;0.67833
12.842597;0.949316;1.395313
12.842597;1.329389;0.639718
12.842597;1.394418;1.409146
12.842597;0.300194;1.428923
12.842597;1.472109;0.953122
12.842597;1.206509;0.844044
12.842597;1.294856;1.523914
12.842597;0.379226;1.56628
12.842597;1.509835;1.472479
12.842597;1.535886;1.52699
12.842597;1.533651;0.553237
12.842597;1.465067;1.487369
12.842597;0.939626;1.535301
12.842597;0.61255;1.223077
12.842597;1.488212;0.90304
12.842597;1.166826;1.128272
12.842597;1.216217;1.527789
12.842597;1.104483;1.051313
12.842597;1.495916;1.065982
12.842597;1.387355;1.243938
12.842597;0.954727;1.43543
12.842597;1.32914;1.095914
12.842597;1.394399;0.696357
12.842597;1.318928;0.683282
12.842597;1.463891;0.837095
12.842597;0.448967;1.460763
12.842597;0.368502;1.433573
12.842597;1.326046;1.207518
12.842597;1.132376;1.022814
12.842597;0.387957;1.456398
12.842597;0.809394;1.102754
12.842597;0.750281;1.135202
12.842597;1.336285;0.895548
12.842597;1.290234;1.262141
12.842597;1.085245;0.85399
12.842597;1.463559;1.190884
12.842597;1.457395;1.212875
12.842597;1.175595;1.446345
12.842597;1.450412;1.08327
12.842597;1.453693;0.762043
12.842597;0.231936;1.409967
12.842597;0.790718;1.310827
12.842597;1.034561;1.412977
12.842597;1.112491;1.432404
12.842597;0.640941;1.465658
12.842597;1.301486;1.285319
12.842597;0.823993;1.414571
12.842597;0.997825;1.22854
12.842597;1.427154;1.288749
12.842597;1.357789;1.238841
12.842597;1.420747;0.581102
12.842597;1.426851;0.930885
12.842597;1.480767;0.839292
12.842597;1.451774;1.097927
12.842597;1.441278;0.802226
12.842597;0.622367;1.256471
12.842597;1.292376;1.085023
12.842597;0.850527;1.109929
12.842597;1.367351;0.73806
12.842597;1.401953;1.169088
12.842597;0.850007;1.564628
12.842597;0.299309;1.49576
12.842597;1.293878;1.517565
12.842597;1.300194;1.481423
12.842597;1.172141;1.300158
12.842597;0.520937;1.578305
12.842597;0.866929;1.31586
12.842597;1.457898;1.456961
12.842597;1.323604;0.853322
12.842597;1.263305;1.426503
12.842597;1.455884;1.264283
12.842597;1.291934;1.140585
12.842597;1.31016;1.202799
12.842597;1.076975;0.892828
12.842597;0.243527;1.490909
12.842597;0.989258;1.509755
12.842597;0.959327;1.074081
12.842597;0.443096;1.449035
12.842597;0.541514;1.566594
12.842597;0.846867;1.549509
12.842597;0.675362;1.427879
12.842597;1.385041;0.739389
12.842597;0.940767;1.494222
12.842597;1.508446;0.834536
12.842597;0.701414;1.506114
12.842597;1.316547;0.569303
12.842597;0.246124;1.567759
12.842597;1.477257;1.149786
12.842597;1.402356;0.599227
12.842597;1.227934;0.97132
12.842597;0.948014;1.090906
12.842597;1.430187;1.297715
12.842597;0.985569;1.217527
12.842597;0.61629;1.476962
12.842597;1.267494;1.042817
12.842597;0.3996;1.524492
12.842597;0.903106;1.437716
12.842597;1.085091;1.206156
12.842597;1.145286;1.296979
12.842597;0.451537;1.29464
6.00911;0.934048;2.560991
5.999285;0.961679;2.570048
6.024062;0.766718;2.547209
6.000447;0.94666;2.568977
5.974063;0.790955;2.593297
5.720921;0.164082;3.044938
6.615467;0;6.688166
6.587427;0;6.708494
6.567124;0;6.651268
6.586183;0;6.653437
6.579021;0;6.391648
6.582827;0;6.445006
6.558151;0;6.372939
6.587064;0;6.806935
6.558955;0;6.05316
6.622504;0;6.659713
6.594373;0;6.526405
6.55244;0;6.822025
6.611079;0;6.610041
6.840863;0.786203;2.372203
6.832191;0.846365;2.369976
7.894178;0.644415;3.124557
7.884176;0.746001;3.049199
7.890346;0.710276;3.095679
7.890469;0.672446;3.096612
7.890256;0.797314;3.095003
6.766737;0.083971;2.354955
5.396946;0.052655;2.74546
5.387988;0.114859;2.768934
5.303799;0.858815;3.138886
5.304588;0.858551;3.128083
5.304794;0.982367;3.125269
7.275239;1.1;2.232313
7.162316;1.1;2.447196
7.254256;1.1;2.281107
7.122567;1.1;2.474828
7.153016;1.1;2.461188
7.837747;0.233362;2.844173
7.847973;0.118645;2.877328
7.261674;3.116777;6.935563
7.605332;3.109127;6.935563
6.694501;3.180019;6.935563
7.752988;3.058741;6.935563
7.180684;2.793408;6.935563
7.11667;2.845171;6.935563
7.714828;2.934618;6.935563
7.779376;2.776328;6.935563
7.69601;2.80562;6.935563
7.688894;2.516591;6.935563
7.426101;3.017706;6.935563
7.226788;2.933803;6.935563
7.187655;3.016811;6.935563
7.683143;3.075891;6.935563
7.727043;3.137502;6.935563
7.600985;3.051989;6.935563
7.142603;3.098718;6.935563
7.633333;3.045272;6.935563
7.519924;2.652307;6.935563
7.475118;3.053909;6.935563
6.925521;3.132336;6.935563
7.481839;3.042357;6.935563
