X;Y;Z
7.178176;0.987383;7.960435
6.051426;0.073733;7.960435
7.314066;0.829609;7.960435
7.789231;1.007645;7.960435
6.619627;0.752793;7.960435
6.925659;0.639118;7.960435
7.870714;0.525184;7.960435
7.361328;0.302737;7.960435
7.878105;1.036896;7.960435
5.8341;0.002672;7.960435
7.059842;0.488459;7.960435
5.852993;0.138438;7.960435
7.844005;0.632318;7.960435
7.154878;1.34636;7.960435
6.525426;0.15095;7.960435
7.412918;1.380371;7.960435
7.480336;1.249599;7.960435
7.040283;1.084487;7.960435
6.553959;0.663728;7.960435
5.994815;0.383704;7.960435
6.560156;0.797527;7.960435
7.512678;1.221052;7.960435
7.520594;0.758518;7.960435
7.446868;1.070442;7.960435
7.294449;0.023261;7.960435
7.511911;1.568608;7.960435
7.475332;1.042419;7.960435
7.866493;1.893653;7.960435
7.888795;1.708584;7.960435
5.609828;0.098646;7.960435
6.78955;0.043719;7.960435
7.099916;0.94604;7.960435
6.189508;0.406203;7.960435
7.204102;1.524617;7.960435
6.735639;0.535755;7.960435
7.015769;0.698665;7.960435
7.304003;1.438181;7.960435
6.712258;0.873227;7.960435
6.528401;0.287826;7.960435
7.878429;1.650216;7.960435
6.580624;0.352125;7.960435
7.669706;0.175326;7.960435
7.659993;0.307811;7.960435
6.372661;0.731164;7.960435
7.223824;0.717976;7.960435
5.734228;0.070013;7.960435
6.517795;0.44811;7.960435
7.802111;1.878293;7.960435
7.884616;1.374629;7.960435
6.771518;0.160088;7.960435
7.160479;0.459834;7.960435
7.256649;0.128005;7.960435
5.723452;0.186531;7.960435
7.456144;0.879935;7.960435
7.85298;1.587995;7.960435
6.265825;0.467216;7.960435
7.569835;0.067316;7.960435
6.823223;0.504301;7.960435
7.865436;0.764964;7.960435
6.671258;0.200193;7.960435
7.151732;1.056135;7.960435
6.54355;0.70442;7.960435
6.502368;0.554128;7.960435
5.751551;0.239321;7.960435
7.139958;0.402368;7.960435
7.890324;0.993161;7.960435
7.087246;0.864817;7.960435
7.060985;0.027369;7.960435
7.004902;0.554594;7.960435
7.54173;0.174654;7.960435
5.92958;0.378422;7.960435
7.225592;0.647638;7.960435
7.744324;1.731094;7.960435
5.872429;0.348576;7.960435
7.761429;1.040181;7.960435
6.859208;1.192273;7.960435
7.60913;0.512855;7.960435
5.342761;0.015084;7.960435
7.788817;0.338693;7.960435
7.535122;1.20153;7.960435
7.034517;0.395362;7.960435
6.492264;0.45939;7.960435
7.898895;1.467297;7.960435
7.391892;1.178129;7.960435
5.926972;0.30645;7.960435
6.957041;1.280912;7.960435
6.391215;0.618121;7.960435
7.0857;0.529295;7.960435
5.808636;0.207889;7.960435
7.741167;0.669273;7.960435
5.539285;0.068829;7.960435
7.695992;1.185759;7.960435
6.971718;0.176283;7.960435
7.318958;1.513729;7.960435
7.260287;1.536087;7.960435
7.602848;1.733932;7.960435
7.462047;0.075742;7.960435
7.722153;1.240787;7.960435
7.347134;1.510015;7.960435
7.231413;0.55941;7.960435
7.261517;1.421429;7.960435
7.097927;0.192159;7.960435
7.006947;0.128937;7.960435
7.109816;0.685525;7.960435
7.769499;0.823076;7.960435
6.252952;0.227973;7.960435
6.783677;1.097645;7.960435
6.776829;0.672765;7.960435
6.909927;0.091633;7.960435
6.06796;0.327701;7.960435
7.80435;1.21818;7.960435
6.951982;1.075594;7.960435
6.85886;0.566528;7.960435
6.625022;0.017978;7.960435
7.748632;1.122871;7.960435
6.134923;0.323285;7.960435
7.808274;0.355942;7.960435
5.733633;0.118858;7.960435
6.120557;0.317189;7.960435
6.90215;0.620671;7.960435
7.83797;1.859767;7.960435
7.186769;1.159736;7.960435
5.858376;0.275427;7.960435
6.721163;0.971424;7.960435
7.427233;0.997953;7.960435
6.444849;0.624071;7.960435
6.582838;0.184048;7.960435
7.283457;0.118997;7.960435
7.391946;1.238699;7.960435
7.539822;0.273192;7.960435
6.828665;0.867942;7.960435
6.070166;0.200614;7.960435
7.566935;1.251639;7.960435
7.303559;0.186218;7.960435
6.441664;0.017817;7.960435
6.878497;0.837581;7.960435
6.994534;0.270331;7.960435
7.232649;0.533287;7.960435
6.347815;0.135581;7.960435
7.436705;0.016431;7.960435
7.601483;1.664291;7.960435
5.85888;0.049451;7.960435
7.412719;0.23093;7.960435
6.610797;0.167495;7.960435
6.59523;0.310914;7.960435
7.727766;0.629366;7.960435
6.856448;0.072846;7.960435
7.839286;0.558378;7.960435
7.270799;0.010371;7.960435
7.440396;0.48392;7.960435
6.31861;0.362311;7.960435
5.611559;0.158966;7.960435
7.81416;0.117185;7.960435
7.13939;0.571348;7.960435
7.364034;0.714249;7.960435
7.154129;1.347673;7.960435
5.98277;0.434723;7.960435
6.774064;0.128221;7.960435
7.756519;1.782379;7.960435
7.858927;0.190993;7.960435
7.559092;0.74701;7.960435
7.408722;0.356821;7.960435
7.628982;0.275333;7.960435
7.063684;0.510518;7.960435
7.260353;0.443003;7.960435
7.423849;1.061692;7.960435
7.499004;0.904927;7.960435
6.824407;0.028125;7.960435
5.791513;0.353727;7.960435
5.99791;0.519661;7.960435
7.679791;0.90435;7.960435
6.946518;0.494158;7.960435
7.022563;0.612069;7.960435
7.024512;1.203066;7.960435
7.549587;1.312822;7.960435
6.991581;1.175074;7.960435
6.581371;0.327349;7.960435
6.733197;0.498047;7.960435
6.164208;0.10402;7.960435
7.65862;0.182079;7.960435
6.125279;0.324118;7.960435
7.843869;1.628432;7.960435
6.263921;0.085241;7.960435
7.146582;1.055075;7.960435
7.128393;0.145368;7.960435
7.500926;1.41643;7.960435
7.187713;1.378477;7.960435
7.03216;1.128409;7.960435
7.145451;0.583654;7.960435
7.450544;0.141352;7.960435
7.044873;0.70899;7.960435
6.629784;0.127092;7.960435
6.893871;0.034483;7.960435
6.92856;1.118728;7.960435
7.510179;0.373328;7.960435
6.836448;1.00057;7.960435
5.64726;0.138277;7.960435
7.300385;0.368648;7.960435
7.115796;0.546366;7.960435
7.7425;1.178739;7.960435
6.577035;0.265411;7.960435
6.388951;0.335458;7.960435
6.528824;0.179246;7.960435
6.653909;0.913014;7.960435
7.274035;0.263613;7.960435
6.742015;0.076224;7.960435
7.387539;1.364193;7.960435
6.979518;0.3321;7.960435
6.470467;0.470015;7.960435
6.938766;0.39186;7.960435
6.705424;0.287522;7.960435
7.870908;0.809979;7.960435
7.165253;0.331101;7.960435
7.105871;0.223147;7.960435
5.915771;0.222185;7.960435
6.728507;0.81729;7.960435
6.758762;0.014102;7.960435
6.36841;0.23877;7.960435
7.413987;1.036066;7.960435
7.800739;0.768081;7.960435
6.82042;0.066197;7.960435
7.81948;1.639438;7.960435
6.354928;0.764227;7.960435
6.918175;1.123466;7.960435
7.612866;0.47487;7.960435
7.108019;0.382713;7.960435
6.580124;0.787639;7.960435
7.782114;1.018297;7.960435
6.506332;0.043565;7.960435
7.61758;0.875594;7.960435
7.568215;1.509496;7.960435
5.813322;0.403071;7.960435
7.775208;1.586261;7.960435
7.19594;1.102922;7.960435
6.356028;0.560871;7.960435
6.534659;0.039208;7.960435
6.924542;0.856159;7.960435
7.176867;0.865861;7.960435
7.866536;0.387415;7.960435
7.797026;1.597598;7.960435
6.049859;0.199168;7.960435
6.841376;0.760835;7.960435
5.754468;0.107032;7.960435
6.145505;0.450792;7.960435
6.919232;0.082763;7.960435
7.202323;1.431841;7.960435
6.39927;0.552821;7.960435
6.435895;0.661363;7.960435
6.516895;0.534771;7.960435
6.588146;0.118096;7.960435
7.103206;0.908827;7.960435
7.203491;1.355303;7.960435
7.883713;0.745835;7.960435
6.564932;0.165966;7.960435
7.667307;1.48082;7.960435
6.608332;0.599197;7.960435
7.728199;0.666428;7.960435
6.646487;0.904376;7.960435
6.741833;1.083527;7.960435
6.375745;0.094964;7.960435
6.868746;0.037721;7.960435
7.655072;1.588577;7.960435
6.791537;1.139346;7.960435
7.153308;0.588779;7.960435
6.943134;0.20509;7.960435
6.84248;1.185091;7.960435
7.723448;0.532433;7.960435
6.337223;0.489475;7.960435
7.441822;1.151668;7.960435
7.18355;0.869723;7.960435
7.51513;0.094618;7.960435
7.852841;1.7134;7.960435
6.846434;0.275422;7.960435
7.173483;0.771324;7.960435
6.956197;0.860162;7.960435
7.721747;1.340022;7.960435
7.077418;0.543458;7.960435
6.536267;0.960422;7.960435
7.411324;0.036451;7.960435
7.105343;0.778278;7.960435
7.501094;0.752333;7.960435
7.029628;1.038823;7.960435
7.050303;0.753708;7.960435
7.465205;0.990335;7.960435
7.345547;0.80547;7.960435
7.243364;1.131863;7.960435
6.965175;0.788353;7.960435
7.278976;1.231059;7.960435
7.057441;1.256943;7.960435
6.045295;0.589169;7.960435
7.815769;1.262989;7.960435
7.464623;0.33146;7.960435
7.821102;1.737623;7.960435
7.812431;0.604536;7.960435
6.306638;0.285525;7.960435
6.416924;0.385157;7.960435
6.454446;0.743262;7.960435
6.811004;0.100479;7.960435
7.150149;1.466471;7.960435
6.277481;0.405088;7.960435
7.895237;2.083605;7.960435
6.469912;0.552406;7.960435
7.592778;0.654032;7.960435
5.529112;0.172212;7.960435
7.58506;0.33864;7.960435
6.96464;1.218459;7.960435
7.148439;0.158219;7.960435
6.209979;0.156863;7.960435
7.420633;1.357116;7.960435
5.867456;0.003913;7.960435
7.2559;1.264811;7.960435
6.950397;1.0558;7.960435
6.429279;0.461761;7.960435
7.826559;0.918725;7.960435
6.001632;0.456412;7.960435
6.637779;0.265955;7.960435
7.44962;1.532109;7.960435
6.851497;0.00311;7.960435
7.832857;1.321502;7.960435
6.900818;0.028889;7.960435
7.751114;0.47098;7.960435
7.73218;1.086213;7.960435
7.36526;1.4095;7.960435
7.090115;1.424399;7.960435
6.320317;0.346439;7.960435
6.991897;0.37739;7.960435
6.403966;0.032048;7.960435
7.752811;1.649664;7.960435
6.917129;1.031551;7.960435
7.733389;0.068841;7.960435
7.069402;0.279265;7.960435
6.437644;0.469845;7.960435
7.336069;1.241196;7.960435
7.489085;1.405757;7.960435
7.604613;0.768103;7.960435
7.002734;1.357069;7.960435
6.734174;0.327013;7.960435
5.621351;0.016041;7.960435
6.384088;0.698599;7.960435
6.749348;0.96801;7.960435
7.013655;0.224846;7.960435
7.703129;0.775634;7.960435
7.184061;0.266604;7.960435
7.101044;0.782873;7.960435
7.503636;1.445348;7.960435
7.501465;0.181891;7.960435
6.327001;0.65554;7.960435
7.112247;0.985121;7.960435
6.237983;0.121259;7.960435
7.103403;0.362822;7.960435
7.153487;0.435437;7.960435
7.20249;0.789834;7.960435
6.071639;0.26484;7.960435
7.879943;0.783557;7.960435
7.714654;1.256014;7.960435
7.296632;0.367016;7.960435
6.494166;0.693115;7.960435
7.611242;0.428123;7.960435
7.502166;0.374506;7.960435
7.691041;1.917179;7.960435
7.457547;1.720665;7.960435
7.793856;1.017186;7.960435
7.175028;1.275367;7.960435
6.709064;0.637037;7.960435
6.062392;0.15342;7.960435
5.527865;0.122827;7.960435
7.277827;1.559753;7.960435
7.126377;0.638393;7.960435
6.472033;0.36971;7.960435
7.845172;1.430336;7.960435
7.843348;0.471829;7.960435
6.442054;0.171904;7.960435
6.656887;0.032323;7.960435
6.893079;0.903283;7.960435
6.607219;0.602511;7.960435
6.440139;0.104374;7.960435
7.769428;1.646032;7.960435
6.751001;0.714703;7.960435
7.698397;0.044678;7.960435
7.371602;0.077595;7.960435
7.015937;1.104076;7.960435
7.081788;0.646232;7.960435
6.842364;0.817249;7.960435
7.477226;0.313879;7.960435
6.932779;0.910189;7.960435
7.082085;0.291481;7.960435
5.8796;0.025987;7.960435
7.469059;1.613982;7.960435
7.81047;0.194064;7.960435
6.886677;1.070473;7.960435
7.82137;0.957388;7.960435
7.038162;1.103911;7.960435
6.861215;0.567214;7.960435
7.284728;0.392157;7.960435
7.494596;0.676752;7.960435
7.522635;1.218303;7.960435
6.315227;0.654924;7.960435
7.542084;1.621416;7.960435
6.228052;0.128758;7.960435
5.952434;0.066322;7.960435
7.278212;1.349896;7.960435
7.487697;1.573555;7.960435
6.549593;0.162207;7.960435
7.453473;0.842897;7.960435
7.013844;0.137385;7.960435
7.367258;1.448338;7.960435
6.533772;0.863103;7.960435
5.963635;0.45322;7.960435
7.489038;0.821755;7.960435
5.731569;0.22596;7.960435
6.056708;0.036669;7.960435
6.366604;0.768085;7.960435
6.65528;0.809408;7.960435
7.46181;1.606759;7.960435
7.107568;0.035913;7.960435
7.382438;0.009382;7.960435
7.557154;0.332581;7.960435
6.844733;0.538719;7.960435
7.518276;0.494336;7.960435
6.219003;0.462474;7.960435
7.001065;0.563019;7.960435
7.675613;1.348505;7.960435
7.518732;0.352348;7.960435
7.60871;0.286022;7.960435
6.761272;0.618716;7.960435
7.883387;1.011427;7.960435
6.583092;0.84723;7.960435
7.55674;0.497818;7.960435
7.177162;1.083795;7.960435
7.095936;1.003025;7.960435
7.467461;0.35422;7.960435
7.372065;0.860725;7.960435
6.644969;0.862225;7.960435
6.762684;0.554161;7.960435
7.240321;0.40493;7.960435
5.832126;0.411041;7.960435
7.670994;1.408974;7.960435
7.199006;0.686185;7.960435
7.885022;1.326496;7.960435
6.036634;0.446168;7.960435
7.865857;0.000424;7.960435
6.978517;0.758225;7.960435
7.091201;0.412883;7.960435
7.524022;1.274436;7.960435
5.729781;0.111506;7.960435
5.755746;0.306936;7.960435
6.674877;0.200552;7.960435
7.28798;1.465534;7.960435
5.436797;0.049521;7.960435
7.696865;1.80818;7.960435
7.608111;0.105955;7.960435
7.147825;1.173935;7.960435
6.810231;0.150837;7.960435
7.45116;0.384231;7.960435
7.749579;1.224328;7.960435
7.532185;1.548399;7.960435
6.743026;0.013544;7.960435
6.326466;0.447382;7.960435
7.642166;0.054836;7.960435
6.047015;0.400192;7.960435
7.867419;1.050021;7.960435
6.1473;0.516067;7.960435
7.425812;1.244447;7.960435
5.84298;0.219835;7.960435
7.387778;1.140673;7.960435
7.854387;0.798352;7.960435
7.306343;1.046671;7.960435
5.775334;0.043338;7.960435
7.024799;0.953959;7.960435
7.737889;1.35137;7.960435
7.748764;1.450106;7.960435
7.241133;0.70226;7.960435
7.594971;0.315425;7.960435
7.067817;0.075255;7.960435
7.560253;0.742339;7.960435
5.792081;0.085533;7.960435
7.437201;1.638227;7.960435
7.840253;0.922129;7.960435
7.717134;0.857618;7.960435
7.633813;1.563242;7.960435
7.595262;1.250544;7.960435
7.547668;0.39411;7.960435
7.60335;0.044043;7.960435
7.638534;1.301367;7.960435
7.756424;1.195655;7.960435
7.565923;1.336072;7.960435
7.24064;0.485696;7.960435
6.498476;0.446243;7.960435
7.869881;1.726031;7.960435
6.262819;0.48418;7.960435
7.874226;1.551992;7.960435
7.322983;1.576915;7.960435
6.470969;0.460282;7.960435
7.707478;0.803143;7.960435
7.075659;0.34807;7.960435
6.478766;0.901255;7.960435
7.03658;0.976187;7.960435
5.643534;0.231629;7.960435
7.331704;0.921982;7.960435
6.92174;1.278228;7.960435
7.372489;0.237001;7.960435
5.911845;0.448524;7.960435
6.118275;0.252652;7.960435
6.281827;0.173242;7.960435
7.749644;0.534412;7.960435
7.592891;1.344244;7.960435
7.516366;0.521;7.960435
7.272214;0.869924;7.960435
5.957748;0.080399;7.960435
7.513851;0.218231;7.960435
7.454307;1.58034;7.960435
5.731167;0.239533;7.960435
6.448324;0.112745;7.960435
7.549575;0.629547;7.960435
7.536107;1.31361;7.960435
7.148198;0.399834;7.960435
7.088222;0.92848;7.960435
7.057824;0.530922;7.960435
5.987377;0.078772;7.960435
6.759197;0.309905;7.960435
7.878192;0.659139;7.960435
6.205407;0.42409;7.960435
7.732037;0.257857;7.960435
6.370875;0.572221;7.960435
6.456913;0.44321;7.960435
7.04207;0.03399;7.960435
7.640844;1.599003;7.960435
6.07784;0.551602;7.960435
7.107519;0.902391;7.960435
6.078257;0.066574;7.960435
6.82885;0.220815;7.960435
6.833748;0.166182;7.960435
7.024314;1.055557;7.960435
6.127121;0.66365;7.960435
7.009222;1.361601;7.960435
7.592799;1.455524;7.960435
7.04791;0.761267;7.960435
6.621722;0.910921;7.960435
6.700032;0.583959;7.960435
7.727731;0.367124;7.960435
7.639747;0.712631;7.960435
6.898236;0.469201;7.960435
6.271961;0.458663;7.960435
7.737841;0.505807;7.960435
7.374514;1.067724;7.960435
5.908852;0.013258;7.960435
6.285085;0.543489;7.960435
7.537033;1.451801;7.960435
7.602835;1.257169;7.960435
7.724649;1.363209;7.960435
7.32294;1.057035;7.960435
7.101761;1.031533;7.960435
6.941877;0.963905;7.960435
6.768452;0.034612;7.960435
6.899065;0.897247;7.960435
7.722045;0.506827;7.960435
7.463692;1.175083;7.960435
6.669683;0.150135;7.960435
7.762832;0.545147;7.960435
6.962408;0.614273;7.960435
5.541155;0.168366;7.960435
6.745054;1.037153;7.960435
6.515892;0.005951;7.960435
7.365712;1.159995;7.960435
7.859191;0.801018;7.960435
6.685234;1.10018;7.960435
6.942811;0.189606;7.960435
6.131877;0.536836;7.960435
5.535726;0.145785;7.960435
7.271897;0.314105;7.960435
7.46177;0.292209;7.960435
6.789971;0.566106;7.960435
6.213643;0.101227;7.960435
7.54353;0.696063;7.960435
6.039476;0.102457;7.960435
6.645832;0.900355;7.960435
7.895861;2.088702;7.960435
7.086107;0.426931;7.960435
7.062547;0.485748;7.960435
6.014567;0.41805;7.960435
6.959618;0.797469;7.960435
7.877437;0.350763;7.960435
6.652817;0.605207;7.960435
6.602875;0.84003;7.960435
7.590522;0.035868;7.960435
7.153929;0.997712;7.960435
5.978625;0.341703;7.960435
6.431283;0.436526;7.960435
7.691916;1.506892;7.960435
7.139492;0.029119;7.960435
5.882793;0.427434;7.960435
6.797567;0.406218;7.960435
6.851346;0.066484;7.960435
5.553551;0.007718;7.960435
6.856945;0.710648;7.960435
7.410935;0.621281;7.960435
6.347583;0.37285;7.960435
7.618313;0.023719;7.960435
7.823406;1.103264;7.960435
7.317148;1.24287;7.960435
7.545789;0.622805;7.960435
6.700037;0.947938;7.960435
6.917427;0.60699;7.960435
5.733021;0.15468;7.960435
6.950025;0.428471;7.960435
6.950987;0.422854;7.960435
6.703656;0.909003;7.960435
7.068031;0.587026;7.960435
7.894983;1.150495;7.960435
7.742081;1.664633;7.960435
7.209341;0.480094;7.960435
7.164729;0.923309;7.960435
6.529128;0.906948;7.960435
6.543555;0.872797;7.960435
7.333961;0.230635;7.960435
7.833309;1.474344;7.960435
6.826655;0.817687;7.960435
5.920399;0.020312;7.960435
7.257349;0.99174;7.960435
7.830385;1.410674;7.960435
6.873444;1.067836;7.960435
5.825163;0.23081;7.960435
6.156357;0.124347;7.960435
5.614846;0.107091;7.960435
7.625291;1.060724;7.960435
6.849411;1.200582;7.960435
7.64566;0.729646;7.960435
7.34037;1.233321;7.960435
6.082918;0.267966;7.960435
7.507723;1.090158;7.960435
7.713602;1.926901;7.960435
7.045592;0.426254;7.960435
6.876502;0.278882;7.960435
6.025592;0.093245;7.960435
7.72694;1.85462;7.960435
6.324681;0.266988;7.960435
6.120235;0.46512;7.960435
6.538827;0.724215;7.960435
7.201782;0.806881;7.960435
7.443822;1.392583;7.960435
6.588985;0.020896;7.960435
7.503132;1.192718;7.960435
6.272956;0.211814;7.960435
7.341279;1.301549;7.960435
6.850712;0.817618;7.960435
6.484018;0.213325;7.960435
7.384008;1.679586;7.960435
7.219536;0.460114;7.960435
7.011568;0.62959;7.960435
6.962625;0.472773;7.960435
7.790483;1.625458;7.960435
6.576183;0.097597;7.960435
6.773019;0.550564;7.960435
7.087223;0.516303;7.960435
7.029799;0.440863;7.960435
7.38373;1.221767;7.960435
6.554006;0.342549;7.960435
7.254179;0.672288;7.960435
6.94716;1.170033;7.960435
7.146091;1.195739;7.960435
6.088008;0.196308;7.960435
7.765503;1.310917;7.960435
6.683714;0.107589;7.960435
7.265187;1.11852;7.960435
6.567673;0.657961;7.960435
7.66808;0.352832;7.960435
7.783897;1.843355;7.960435
7.615128;0.135382;7.960435
6.76321;0.922982;7.960435
7.237552;1.137481;7.960435
7.812109;0.05817;7.960435
7.32719;1.311745;7.960435
7.612883;0.443034;7.960435
7.804475;1.01406;7.960435
7.828769;0.676146;7.960435
7.41762;0.079512;7.960435
5.705813;0.151146;7.960435
6.620827;1.033281;7.960435
7.435098;0.402874;7.960435
7.157997;1.041129;7.960435
7.103184;0.341964;7.960435
7.53749;0.514547;7.960435
7.765086;1.309395;7.960435
6.410873;0.718098;7.960435
7.613139;0.806064;7.960435
7.089794;0.01666;7.960435
7.243384;0.801855;7.960435
7.864691;1.746239;7.960435
7.758711;0.871109;7.960435
6.562278;0.237544;7.960435
5.337728;0.003681;7.960435
6.575368;0.954876;7.960435
6.672054;0.286794;7.960435
7.142355;1.408851;7.960435
6.586632;0.870288;7.960435
5.525055;0.037562;7.960435
7.861074;0.447602;2.926601
7.859248;0.286228;2.919488
5.38085;3.2;7.099675
7.712194;1.1;3.979578
7.764851;1.1;3.710202
7.860906;1.1;3.393896
7.642442;1.1;3.373256
7.657488;1.1;3.418287
7.865908;1.1;4.264535
7.671925;1.1;3.511472
7.693012;1.1;3.862759
7.812659;1.1;4.360566
7.89375;1.1;3.711362
7.691168;1.1;4.061566
7.897754;1.1;3.904061
7.699572;1.1;3.302276
7.690025;1.1;3.946575
7.622829;1.1;3.680424
7.629504;1.1;3.33108
7.888084;1.1;3.799443
7.874527;1.1;3.530162
7.88521;1.1;3.882777
7.855682;1.1;4.176277
7.742241;1.1;3.283244
7.898121;1.1;4.941756
7.850772;1.1;3.463344
7.704171;1.1;3.685967
7.733654;1.1;3.84962
7.857345;1.1;3.245304
7.717158;1.1;3.254474
7.787278;1.1;3.657491
7.855857;1.1;4.740932
7.858525;1.1;4.17736
7.782631;1.1;3.49048
7.888879;1.1;4.368717
7.747007;1.1;4.000436
7.753239;1.1;4.210313
7.813657;1.1;3.371707
7.861206;1.1;4.518618
7.88349;1.1;3.833896
7.629832;1.1;3.708251
7.895029;1.1;3.289745
7.698856;1.1;3.67643
7.889952;1.1;3.665142
7.634675;1.1;3.718018
7.881;1.1;3.925642
7.791135;1.1;3.656789
7.749771;1.1;3.321085
7.765139;1.1;4.275685
7.618179;1.1;3.307165
7.638084;1.1;3.546965
7.65613;1.1;3.331629
7.732862;1.1;4.153785
7.852626;1.1;3.744216
7.709912;1.1;3.949076
7.841602;1.1;3.49174
7.839908;1.1;4.448625
7.843993;1.1;3.382401
7.701747;1.1;4.01179
7.68163;1.1;3.418485
7.637097;1.1;3.799042
7.861019;1.1;4.673229
7.652375;1.1;3.822999
7.86671;1.1;3.343553
7.715352;1.1;3.549018
7.518134;1.1;3.291493
7.690951;1.1;3.558363
7.887746;1.1;4.07564
7.631756;1.1;3.243666
7.682153;1.1;3.27784
7.752043;1.1;3.341223
7.815684;1.1;3.819041
7.868614;1.1;3.693488
7.732718;1.1;3.278418
7.646695;1.1;3.616824
7.865603;1.1;3.80702
7.650073;1.1;3.804145
7.658702;1.1;3.379816
7.86902;1.1;4.348871
7.788087;1.1;3.390712
7.893516;1.1;3.254489
7.876304;1.1;3.330156
7.830872;1.1;4.479984
7.805919;1.1;3.80343
7.844059;1.1;3.630245
7.679438;1.1;3.740959
7.744683;1.1;4.2885
7.788641;1.1;4.373445
7.804544;1.1;3.940315
7.892795;1.1;3.712654
7.753726;1.1;3.516861
7.695988;1.1;3.427477
7.719755;1.1;3.24343
7.742232;1.1;3.567985
7.859719;1.1;3.574808
7.729398;1.1;3.597835
7.879797;1.1;3.469345
7.719636;1.1;3.602683
7.752238;1.1;3.79302
7.645662;1.1;3.522751
7.539429;1.1;3.362026
7.668374;1.1;3.503885
7.741319;1.1;4.165328
7.892245;1.1;3.909879
7.811604;1.1;3.770256
5.951622;0.600596;2.615015
5.939488;0.675838;2.628742
5.940043;0.6628;2.628113
5.924142;0.681751;2.646101
7.307132;0.975329;2.68454
7.321613;1.002697;2.703878
7.303889;0.972447;2.68021
7.297734;1.075838;2.671991
7.296557;1.057054;2.67042
5.528055;1.1;3.234095
5.481216;1.1;3.205965
5.699562;1.1;3.225066
5.62785;1.1;3.189308
6.080083;0.403044;2.505243
6.051084;0.447195;2.526959
6.039516;0.539041;2.535622
6.054911;0.498315;2.524093
6.025438;0.597655;2.546164
6.864169;0.200157;2.379228
6.126239;0.426092;2.028417
6.086048;0.326578;2.045247
6.083288;0.280751;2.046403
5.743524;0;2.421777
5.657048;0;2.349414
5.747192;0;2.500308
5.656835;0;2.458389
5.861493;0;2.625502
5.791636;0;2.510053
5.746388;0;2.526247
7.454454;0.011529;2.960609
7.442984;0.042382;2.928154
7.45882;0.053563;2.972963
7.208178;0.575756;2.090728
7.205565;0.777705;2.089496
7.194357;0.605617;2.084214
7.178951;0.801263;2.076953
7.171939;0.758253;2.073647
6.820692;0;2.017918
6.760174;0;2.055051
6.732891;0;1.987619
6.833451;0;2.003301
6.779443;0;2.213682
6.764943;0;2.241219
6.800464;0;2.039681
7.496501;0.545961;3.16846
7.495783;0.563893;3.158625
6.35894;0.781114;2.372196
7.089435;0.594618;2.484416
7.1403;0.439235;2.520888
7.094782;0.604302;2.48825
7.149584;0.408758;2.527546
7.131722;0.438752;2.514738
6.746765;0.140453;1.947859
6.729374;0.137739;1.945744
6.742631;0.095874;1.947356
7.586178;0.278098;2.393221
7.60106;0.385832;2.410948
5.697812;3.183063;6.835563
6.019105;2.899854;6.835563
5.829611;3.089208;6.835563
5.835145;3.031893;6.835563
6.195481;2.96876;6.835563
5.932184;2.827509;6.835563
5.824366;3.102048;6.835563
6.461938;3.166653;6.835563
5.621297;3.153016;6.835563
5.413661;2.649587;6.835563
5.618067;2.495433;6.835563
5.986909;3.117431;6.835563
6.158714;3.18743;6.835563
5.755762;2.600241;6.835563
6.075393;3.141639;6.835563
5.590418;3.094869;6.835563
5.507946;3.176585;6.835563
5.815749;2.868019;6.835563
5.701977;2.639402;6.835563
5.714332;2.654918;6.835563
5.703092;3.13597;6.835563
5.969328;2.837191;6.835563
5.541017;3.175614;6.835563
5.763279;2.948425;6.835563
5.799506;2.736336;6.835563
6.340409;3.177862;6.835563
6.100384;2.915887;6.835563
5.596419;2.815067;6.835563
5.603277;2.883808;6.835563
5.648427;2.727574;6.835563
5.540896;2.936981;6.835563
6.168916;2.917292;6.835563
5.882232;2.682141;6.835563
5.633144;2.693576;6.835563
6.090378;3.199344;6.835563
5.641924;2.570862;6.835563
5.787592;3.018841;6.835563
5.4533;3.124661;6.835563
5.863792;2.665959;6.835563
5.557083;2.715806;6.835563
5.418889;2.857352;6.835563
6.074649;3.042626;6.835563
5.473968;2.851173;6.835563
5.878293;2.733712;6.835563
6.02074;2.900143;6.835563
5.628943;3.190297;6.835563
5.603626;2.535545;6.835563
5.459055;2.690434;6.835563
5.482306;2.679538;6.835563
5.851063;3.13609;6.835563
5.954694;2.804525;6.835563
5.532675;2.914501;6.835563
5.67022;3.157677;6.835563
6.150731;3.182463;6.835563
6.003448;2.923926;6.835563
5.459652;2.511664;6.835563
5.845162;2.943854;6.835563
6.233046;3.052336;6.835563
6.435992;3.153481;6.835563
6.135869;3.148967;6.835563
5.42317;3.144197;6.835563
6.019902;3.08317;6.835563
5.975146;2.831056;6.835563
6.113575;3.154352;6.835563
5.435653;2.505701;6.835563
5.783859;2.862783;6.835563
5.566223;2.727393;6.835563
5.516738;2.928045;6.835563
5.466886;2.5701;6.835563
5.574048;2.713871;6.835563
6.394003;3.159046;6.835563
5.620185;2.549098;6.835563
5.472054;2.925389;6.835563
5.802525;2.735887;6.835563
5.581744;2.892403;6.835563
5.997863;3.199695;6.835563
6.217555;3.083952;6.835563
5.88072;2.90228;6.835563
5.654992;2.617773;6.835563
5.92105;2.935479;6.835563
5.857589;3.033613;6.835563
5.715624;2.682277;6.835563
5.894352;3.109964;6.835563
5.559584;2.725316;6.835563
